Place_Name,Google_Maps_Link
Pantai Patihan,"https://www.google.com/maps/place/Pantai+Patihan/@-7.997778,110.2449113,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7b01b455555555:0x758b29f1723c253d!8m2!3d-7.997778!4d110.2449113!16s%2Fg%2F1pzr0cxhj?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Kukup,"https://www.google.com/maps/place/Pantai+Kukup/@-8.1337123,110.5547433,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7bbbcb37b998df:0x17ef5bd72de95303!8m2!3d-8.1337123!4d110.5547433!16s%2Fg%2F11hy9r8jgh?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Ngrawe (Mesra),"https://www.google.com/maps/search/Pantai+Ngrawe+(Mesra)/@-8.1330519,110.5536267,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Ngobaran,"https://www.google.com/maps/place/Ngobaran+Beach/@-8.1186625,110.5025776,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7baff5f2c488cf:0xe486a1ea9b1e1804!8m2!3d-8.1184844!4d110.5028785!16s%2Fg%2F11x7vtp6d?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Pulang Sawal,"https://www.google.com/maps/place/Indrayanti+Beach/@-8.1507886,110.612566,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7bba2bebcb0c7f:0x854daae21d9d9724!8m2!3d-8.1506589!4d110.6126311!16s%2Fg%2F11_ygm9_9?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Baron,"https://www.google.com/maps/place/Baron+Beach/@-8.1290174,110.5486858,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7bba970127106f:0xeab05f73030e85d5!8m2!3d-8.1288246!4d110.5487763!16s%2Fg%2F1218rl74?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Pok Tunggal,"https://www.google.com/maps/search/Pantai+Pok+Tunggal/@-8.1555205,110.6215935,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Hutan Pinus Asri,"https://www.google.com/maps/place/Hutan+Pinus+Asri/@-7.9209209,110.4355651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a537984052d55:0xbc70c46c282502bc!8m2!3d-7.9209209!4d110.4355651!16s%2Fg%2F11cjj0fcl8?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pasar Kebon Empring Bintaran,"https://www.google.com/maps/place/PASAR+KEBON+EMPRING+BINTARAN/@-7.8363205,110.4575806,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a513fa770f185:0x3874fadb62779c9e!8m2!3d-7.8363205!4d110.4575806!16s%2Fg%2F11gj0v3yms?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
"Bukit Paralayang, Watugupit","https://www.google.com/maps/place/Bukit+Paralayang+Watugupit/@-8.0268551,110.3459122,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7baa1254b588c1:0xd78b48bf093653cc!8m2!3d-8.0268551!4d110.3459122!16s%2Fg%2F11h2gfr5yn?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Kampung Wisata Dipowinatan,"https://www.google.com/maps/place/RTHP+Dipowinatan(%EA%A7%8B%EA%A6%A0%EA%A6%A9%EA%A6%A4%EA%A7%80%EA%A6%8F%EA%A6%AB%EA%A6%81%EA%A7%89)/@-7.8105529,110.3704987,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a579bc5236207:0x5f5de75b030c50c3!8m2!3d-7.8105529!4d110.3704987!16s%2Fg%2F11g5_cb408?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Watu Mabur Mangunan,"https://www.google.com/maps/place/Watu+Mabur+Lemahbang+Rock+Cliff/@-7.947121,110.441,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a534f9fff4055:0xd40f9bf76dc1be53!8m2!3d-7.947121!4d110.441!16s%2Fg%2F11dyb8l60t?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pintoe Langit Dahromo,"https://www.google.com/maps/place/Pintoe+Langit+Dahromo/@-7.913608,110.437783,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a53831583763d:0xa74f215c61b1135e!8m2!3d-7.913608!4d110.437783!16s%2Fg%2F11dfl8gmh7?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Green Village Gedangsari,"https://www.google.com/maps/place/Green+Village+Gedangsari/@-7.813094,110.615571,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a4f32bf83986b:0x89cfc63831ddf2a3!8m2!3d-7.813094!4d110.615571!16s%2Fg%2F11b8zzjrn2?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Kebun Teh Nglinggo,"https://www.google.com/maps/place/Kebun+Teh+Nglinggo/@-7.6462977,110.1437843,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7af2aa21b914df:0x99633b0e828534dc!8m2!3d-7.6462977!4d110.1437843!16s%2Fg%2F11crzxbfx4?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Geoforest Watu Payung Turunan,"https://www.google.com/maps/place/Geoforest+Watu+Payung+Turunan/@-7.9743125,110.4364375,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7bac8c00000001:0x963f619d5a0fdba0!8m2!3d-7.9743125!4d110.4364375!16s%2Fg%2F11cjkmq7s2?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Timang,"https://www.google.com/maps/place/Timang+Beach/@-8.1759266,110.6624196,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7bb36265782cf3:0x25efcb5e3a28afa8!8m2!3d-8.1759266!4d110.6624196!16s%2Fm%2F010hqb15?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Puncak Segoro,"https://www.google.com/maps/place/Puncak+Segoro/@-8.1017457,110.4556016,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7baf1820244d67:0x3a6ddd1cebd7df2b!8m2!3d-8.1017457!4d110.4556016!16s%2Fg%2F11hz7dl1c4?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Candi Borobudur,"https://www.google.com/maps/search/Candi+Borobudur/@-7.6073797,110.2065894,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Candi Ijo,"https://www.google.com/maps/place/Ijo+Temple/@-7.7837725,110.5120459,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5b1232407aa5:0x645c50631c5aaaeb!8m2!3d-7.7837725!4d110.5120459!16s%2Fm%2F0s8ww5l?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Indrayanti,"https://www.google.com/maps/place/Indrayanti+Beach/@-8.1507886,110.612566,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7bba2bebcb0c7f:0x854daae21d9d9724!8m2!3d-8.1506589!4d110.6126311!16s%2Fg%2F11_ygm9_9?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Nglambor,"https://www.google.com/maps/place/Pantai+Nglambor/@-8.1827026,110.6792399,14z/data=!3m1!4b1!4m6!3m5!1s0x2e7bb3ffffffffff:0x16a5f30f0c719ffb!8m2!3d-8.1827028!4d110.6792399!16s%2Fg%2F11c0vmh0mv?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pasar Beringharjo,"https://www.google.com/maps/search/Pasar+Beringharjo/@-7.798941,110.3670725,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Museum Ullen Sentalu,"https://www.google.com/maps/place/Museum+Ullen+Sentalu/@-7.598228,110.422825,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5e02fd790ab9:0xa3fe6035b0792671!8m2!3d-7.598228!4d110.422825!16s%2Fm%2F05b1f93?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Museum Gunung Merapi,"https://www.google.com/maps/place/Merapi+Volcano+Museum/@-7.6161522,110.4243276,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5e6ec08af943:0xa843109615445506!8m2!3d-7.6161522!4d110.4243276!16s%2Fg%2F11x7vhnj9?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Parangtritis,"https://www.google.com/maps/place/Parangtritis+Beach/@-8.0253993,110.3287713,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7b00975eac533d:0x351bfe1453e22e36!8m2!3d-8.024608!4d110.3298045!16s%2Fg%2F11b_012ymp?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Goa Pindul,"https://www.google.com/maps/search/Goa+Pindul/@-7.9273273,110.6433454,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Candi Ratu Boko,"https://www.google.com/maps/place/Keraton+Ratu+Boko/@-7.7705416,110.4894158,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5a92d354fe45:0x153f44f14476f95b!8m2!3d-7.7705416!4d110.4894158!16s%2Fm%2F0264bpk?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Depok Jogja,"https://www.google.com/maps/place/Depok+Beach/@-8.0144548,110.2932747,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7b00fba767763f:0xf91573c5c20eb944!8m2!3d-8.0137087!4d110.2914777!16s%2Fg%2F11jgdxqv_?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Sundak,"https://www.google.com/maps/place/Sundak+Beach/@-8.1471482,110.6078475,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7bba2e55492ca1:0xcaee252e6bf05e80!8m2!3d-8.147072!4d110.6079043!16s%2Fg%2F11b7q4gm26?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Hutan Mangrove Kulon Progo,"https://www.google.com/maps/search/Hutan+Mangrove+Kulon+Progo/@-7.8935366,110.0228826,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Jogja Bay Pirates Adventure Waterpark,"https://www.google.com/maps/place/Jogja+Bay/@-7.7488047,110.418878,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5bd52e7e19b7:0xbef22cb0aeba5965!8m2!3d-7.7488047!4d110.418878!16s%2Fg%2F11bvt2v65z?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Sepanjang,"https://www.google.com/maps/search/Pantai+Sepanjang/@-8.1366654,110.5659962,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Krakal,"https://www.google.com/maps/search/Pantai+Krakal/@-8.1456811,110.600128,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Glagah,"https://www.google.com/maps/place/Glagah+Beach/@-7.913141,110.067595,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7ae3eabc6bcd63:0x77a64b4be190f4ae!8m2!3d-7.9119427!4d110.0647339!16s%2Fg%2F11b_2krqsj?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Siung,"https://www.google.com/maps/place/Siung+Beach/@-8.1822492,110.683197,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7bb8c8a5ee1c27:0x567f73117ae7ce4a!8m2!3d-8.1818233!4d110.6832394!16s%2Fg%2F121dpmgy?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Sadranan,"https://www.google.com/maps/search/Pantai+Sadranan/@-8.1456679,110.6043914,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Nguluran,"https://www.google.com/maps/search/Pantai+Nguluran/@-8.1253917,110.5255252,13z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Samas,"https://www.google.com/maps/place/Samas+Beach/@-8.0054541,110.2651603,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7b01eebb8bcd35:0x7aabb437224e8066!8m2!3d-8.0054541!4d110.2651603!16s%2Fg%2F121x71cf?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Drini,"https://www.google.com/maps/place/Drini+Beach/@-8.138099,110.577565,18z/data=!3m1!4b1!4m6!3m5!1s0x2e7bba5dc5962655:0xea3d86bf61e8a749!8m2!3d-8.1384509!4d110.577522!16s%2Fg%2F11b7q1q_cr?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Air Terjun Sri Gethuk,"https://www.google.com/maps/place/Sri+Gethuk+Waterfall/@-7.9428574,110.4893259,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a52c5a2ffbded:0x1b21536ea267bf1!8m2!3d-7.943178!4d110.48924!16s%2Fg%2F1hbpx46fr?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Candi Sewu,"https://www.google.com/maps/place/Sewu+Temple/@-7.7438852,110.4928815,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5b1eb13f5483:0xfe9d261ba0d2faac!8m2!3d-7.7438852!4d110.4928815!16s%2Fm%2F0521c0x?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Wediombo,"https://www.google.com/maps/place/Wediombo+Beach/@-8.1872679,110.7083467,16z/data=!3m1!4b1!4m6!3m5!1s0x2e7bb8abba255dd5:0x86df110ec25eaa6d!8m2!3d-8.1862462!4d110.709901!16s%2Fg%2F11ggvyzmxh?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Jogan,"https://www.google.com/maps/place/Pantai+Jogan/@-8.1801348,110.6763715,14z/data=!3m1!4b1!4m6!3m5!1s0x2e7bb3626fed5bbf:0x68b2ade85cdcc40d!8m2!3d-8.180135!4d110.6763715!16s%2Fg%2F11cp5g2s_l?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Ngrenehan,"https://www.google.com/maps/place/Ngrenean+Beach/@-8.1211888,110.5142143,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7ba5568b9ebe5b:0x4ae27d9d8fda79d4!8m2!3d-8.1211475!4d110.5142337!16s%2Fg%2F11b6pnf401?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Jungwok,"https://www.google.com/maps/place/Jungwok+Beach/@-8.1980306,110.7124163,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7bc0a9d67c5ee7:0x653b2d4177a1d43d!8m2!3d-8.197822!4d110.7123397!16s%2Fg%2F11gy2jqx0m?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Greweng,"https://www.google.com/maps/place/Pantai+Greweng/@-8.1978643,110.7186216,14z/data=!3m1!4b1!4m6!3m5!1s0x2e7bc76155555555:0xb2986a859e7ccba1!8m2!3d-8.1978644!4d110.7186216!16s%2Fg%2F11btm3y6j0?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Sedahan,"https://www.google.com/maps/place/Sedahan+Beach/@-8.1978941,110.7208535,14z/data=!3m1!4b1!4m6!3m5!1s0x2e7bb8aa2fdf677d:0x22c26d0cc8c2d84a!8m2!3d-8.1978943!4d110.7208535!16s%2Fg%2F11b7w6gmt4?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Watu Kodok,"https://www.google.com/maps/place/Pantai+Watu+Kodok/@-8.1369832,110.5741515,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7bbbcfd6c5a261:0xe7b408d28d5cd6c7!8m2!3d-8.1369832!4d110.5741515!16s%2Fg%2F11h_5w031_?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Kesirat,"https://www.google.com/maps/place/Pantai+Kesirat/@-8.0961533,110.4350483,14z/data=!3m1!4b1!4m6!3m5!1s0x2e7baf39ad03012f:0x7fc75f89bcd7f418!8m2!3d-8.0961535!4d110.4350483!16s%2Fg%2F11b_2lnznd?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Ngandong,"https://www.google.com/maps/place/Pantai+Ngandong/@-8.146423,110.6061408,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7bba251a7f6081:0x101b8bda010ec62f!8m2!3d-8.146423!4d110.6061408!16s%2Fg%2F11b8098ft2?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Galaxy Waterpark Jogja,"https://www.google.com/maps/place/Galaxy+Waterpark/@-7.8159633,110.4136917,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57381999ae6f:0x6f677fc8515f1aaa!8m2!3d-7.8159633!4d110.4136917!16s%2Fg%2F11b6yrhw_w?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Desa Wisata Pulesari,"https://www.google.com/maps/place/Desa+Wisata+Pulesari/@-7.6258806,110.371698,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a607be3e2fd29:0x1bf37c8ecf4f712d!8m2!3d-7.6258806!4d110.371698!16s%2Fg%2F11b6zwg5ct?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Desa Wisata Tembi,"https://www.google.com/maps/place/Jl.+Desa+Wisata+Tembi,+Timbulharjo,+Kec.+Sewon,+Kabupaten+Bantul,+Daerah+Istimewa+Yogyakarta+55185,+Indonesia/@-7.8725254,110.3532188,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a560c5f33cb8f:0x2c68e5de0d99a89b!8m2!3d-7.8725254!4d110.3532188!16s%2Fg%2F11s7nrrt5f?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Wisata Kaliurang,"https://www.google.com/maps/search/Wisata+Kaliurang/@-7.6062959,110.4363158,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Heha Sky View,"https://www.google.com/maps/place/HeHa+Sky+View/@-7.8496144,110.478324,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a512d80f3246d:0xf671a280cf1b6f55!8m2!3d-7.8496144!4d110.478324!16s%2Fg%2F11hyt6k0zw?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Taman Sungai Mudal,"https://www.google.com/maps/place/Taman+Sungai+Mudal/@-7.7628136,110.1161626,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7aee4a6fe974b7:0xc8f1e183fc8e2531!8m2!3d-7.7628136!4d110.1161626!16s%2Fg%2F11b7wn6mry?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Sanglen,"https://www.google.com/maps/place/Pantai+Sanglen/@-8.1367454,110.5716362,14z/data=!3m1!4b1!4m6!3m5!1s0x2e7bba5fd21612d3:0x7c1989e6d71ac983!8m2!3d-8.1367456!4d110.5716362!16s%2Fg%2F11ckvvwqgp?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
Pantai Congot,"https://www.google.com/maps/place/Congot+Beach/@-7.9043844,110.0445791,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7ae3e5c895eeb9:0x250021b08adb4ef6!8m2!3d-7.9075425!4d110.0535658!16s%2Fg%2F11b_2lrzf0?entry=ttu&g_ep=EgoyMDI1MDUyNy4wIKXMDSoASAFQAw%3D%3D"
